#
# Transition date estimate for harvard
#
# Site: harvard
# Veg Type: DB
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2008
# Year max: 2022
# Final Processing Date: 2022-09-29
# Final Processing Time: 10:34:48
# Spline RMSE gcc_mean: 0.00384
# Spline RMSE gcc_50: 0.00372
# Spline RMSE gcc_75: 0.00403
# Spline RMSE gcc_90: 0.00478
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
harvard,DB,1000,falling,gcc_50,2017-11-03,2017-10-30,2017-10-22,2017-11-05,2017-10-31,2017-10-24,2017-11-01,2017-10-28,2017-10-21,0.38246,0.39499,0.41742,0.37506,0.45677
harvard,DB,1000,falling,gcc_50,2016-10-27,2016-10-23,2016-10-15,2016-10-28,2016-10-24,2016-10-17,2016-10-25,2016-10-21,2016-10-13,0.38023,0.39363,0.41553,0.37421,0.45658
harvard,DB,1000,falling,gcc_50,2015-10-25,2015-10-22,2015-10-16,2015-10-26,2015-10-23,2015-10-18,2015-10-23,2015-10-21,2015-10-15,0.37822,0.39133,0.41445,0.37133,0.45183
harvard,DB,1000,falling,gcc_50,2014-10-21,2014-10-17,2014-10-09,2014-10-22,2014-10-18,2014-10-11,2014-10-19,2014-10-15,2014-10-08,0.37902,0.39078,0.41682,0.37223,0.45753
harvard,DB,1000,falling,gcc_50,2013-10-18,2013-10-13,2013-10-03,2013-10-19,2013-10-14,2013-10-06,2013-10-16,2013-10-11,2013-10-01,0.38088,0.39347,0.4155,0.37543,0.45428
harvard,DB,1000,falling,gcc_50,2012-10-18,2012-10-13,2012-10-04,2012-10-19,2012-10-14,2012-10-06,2012-10-15,2012-10-11,2012-10-02,0.37629,0.38807,0.41105,0.37005,0.44974
harvard,DB,1000,falling,gcc_50,2011-10-26,2011-10-21,2011-10-09,2011-10-28,2011-10-22,2011-10-12,2011-10-23,2011-10-18,2011-10-06,0.38373,0.39391,0.41365,0.37769,0.44831
harvard,DB,1000,falling,gcc_50,2010-10-17,2010-10-13,2010-10-04,2010-10-19,2010-10-14,2010-10-07,2010-10-15,2010-10-11,2010-10-02,0.37439,0.38592,0.40609,0.36751,0.44312
harvard,DB,1000,falling,gcc_50,2009-10-21,2009-10-18,2009-10-10,2009-10-22,2009-10-19,2009-10-12,2009-10-19,2009-10-16,2009-10-08,0.37461,0.38318,0.40643,0.36777,0.44383
harvard,DB,1000,falling,gcc_50,2008-10-22,2008-10-19,2008-10-13,2008-10-23,2008-10-20,2008-10-14,2008-10-20,2008-10-18,2008-10-12,0.36795,0.37944,0.40077,0.3607,0.44068
